,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
1864,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.733934,0,1.1975
1865,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.735277,0,1.1542
1866,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.729596,0,1.1481
1867,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.734427,0,1.1466
1868,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.733873,0,1.1422
1869,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.733447,0,1.1274
1870,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.736139,0,1.1617
1871,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.735342,0,1.1326
1872,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.73567,0,1.1221
1873,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.73315,0,1.1772
1874,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.737052,0,1.1494
1875,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.735013,0,1.1457
1876,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.73503,0,1.1552
1877,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.731826,0,1.1792
1878,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.725455,0,0.9137
1879,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.736865,0,1.1719
1880,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.729335,0,1.1329
1881,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.733564,0,1.1155
1882,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.737894,0,1.1768
1883,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.738498,0,1.1778
1884,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.730593,0,1.1074
1885,GRNL_KW_2021_03,GRNL_KW_2021_03,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.738052,0,1.1529
1886,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.736555,0,1.1737
1887,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.733555,0,1.1073
1888,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.734318,0,1.2174
1889,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.735051,0,1.2026
1890,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.735295,0,1.1624
1891,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.736435,0,1.1474
1892,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.735324,0,1.1542
1893,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.736817,0,1.1446
1894,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.728789,0,1.1315
1895,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.73822,0,1.1217
1896,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.735166,0,1.1866
1897,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.738609,0,1.2711
1898,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.729936,0,1.1084
1899,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.733247,0,1.2282
1900,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.733124,0,1.0027
1901,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.734975,0,1.2029
1902,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.730794,0,1.1245
1903,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.731294,0,1.1455
1904,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.734744,0,1.2192
1905,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.733847,0,1.2029
1906,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.734369,0,1.2212
1907,GRNL_KW_2021_03,GRNL_KW_2021_03,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.731923,0,1.1321
1908,GRNL_KW_2021_03,GRNL_KW_2021_03,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.738145,0,1.1066
1909,GRNL_KW_2021_03,GRNL_KW_2021_03,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.739921,0,1.1715
1910,GRNL_KW_2021_03,GRNL_KW_2021_03,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.737341,0,1.1726
1911,GRNL_KW_2021_03,GRNL_KW_2021_03,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.72064,0,0.5504
1913,KW1,KW1,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.748429,0.0282,1.8834
1914,KW1,KW1,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.746998,0,1.7581
1915,KW1,KW1,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.748108,0.0029,1.8343
1916,KW1,KW1,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.74486,0,1.6915
1917,KW1,KW1,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.749935,0.0028,1.8337
1918,KW1,KW1,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.745084,0.0405,1.8933
1919,KW1,KW1,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.748111,0.0093,1.8575
1920,KW1,KW1,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.748638,0,1.727
1921,KW1,KW1,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.7477,0.003,1.8351
1922,KW1,KW1,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.74846,0.018,1.8724
1923,KW1,KW1,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.747002,0,1.7394
1924,KW1,KW1,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.746694,3e-04,1.7988
1925,KW1,KW1,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.748925,0,1.731
1926,KW1,KW1,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.744853,0.0106,1.8606
1927,KW1,KW1,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.748588,0,1.7381
1928,KW1,KW1,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.744813,0,1.6873
1929,KW1,KW1,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.748975,0.0086,1.8559
1930,KW1,KW1,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.747486,1e-04,1.7749
1931,KW1,KW1,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.74896,0,1.706
1932,KW1,KW1,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.749827,1e-04,1.781
1933,KW1,KW1,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.74668,0.0341,1.8883
1934,KW1,KW1,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.749866,0.0962,1.9193
1935,KW1,KW1,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.747157,0,1.7716
1936,KW1,KW1,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.747168,0,1.7532
1937,KW1,KW1,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.745106,0.001,1.8155
1938,KW1,KW1,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.736181,0,1.3641
1939,KW1,KW1,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.751837,1e-04,1.7868
1940,KW1,KW1,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.743995,0.0234,1.8789
1941,KW1,KW1,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.746066,0,1.7123
1942,KW1,KW1,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.752129,0.0045,1.843
1943,KW1,KW1,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.751876,0.0092,1.8574
1944,KW1,KW1,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.743219,0,1.6418
1946,KW1,KW1,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.750454,4e-04,1.801
1947,KW1,KW1,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.749817,0.0061,1.8488
1948,KW1,KW1,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.746814,0.1078,1.9234
1949,KW1,KW1,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.748742,0,1.7641
1950,KW1,KW1,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.750494,0.1654,1.9396
1951,KW1,KW1,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.750087,0.0024,1.8313
1952,KW1,KW1,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.750572,0.196,1.9467
1953,KW1,KW1,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.752534,0.0024,1.8313
1954,KW1,KW1,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.743538,0.0125,1.8642
1955,KW1,KW1,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.752627,0.0031,1.8356
1956,KW1,KW1,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.752374,0.0828,1.9145
1957,KW1,KW1,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.751818,0.138,1.9324
1958,KW1,KW1,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.743874,2e-04,1.7898
1959,KW1,KW1,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.746861,0.0151,1.8685
1960,KW1,KW1,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.743988,0,1.5262
1961,KW1,KW1,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.749311,0.0071,1.8523
1962,KW1,KW1,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.743618,0,1.7401
1963,KW1,KW1,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.745279,2e-04,1.7884
1964,KW1,KW1,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.750126,0.4748,1.996
1965,KW1,KW1,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.749209,0.0351,1.8892
1966,KW1,KW1,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.746813,0.1082,1.9236
1967,KW1,KW1,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.748947,0.0283,1.8836
1968,KW1,KW1,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.762256,0.6488,2.0245
1971,KW1,KW1,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.709507,0,0.5946
1972,KW2,KW2,KW_2020_PG_01,KW_2020_PG_01,UN,NA,1,0,0,0,-1,0.746179,0,1.6377
1973,KW2,KW2,KW_2020_PG_02,KW_2020_PG_02,UN,NA,1,0,0,0,-1,0.748279,0,1.6915
1974,KW2,KW2,KW_2020_PG_03,KW_2020_PG_03,UN,NA,1,0,0,0,-1,0.744399,0,1.565
1975,KW2,KW2,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.743123,0,1.5454
1976,KW2,KW2,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.748433,0,1.6617
1977,KW2,KW2,KW_2020_PG_06,KW_2020_PG_06,UN,NA,1,0,0,0,-1,0.74143,0,1.7303
1978,KW2,KW2,KW_2020_PG_07,KW_2020_PG_07,UN,NA,1,0,0,0,-1,0.744376,0,1.5556
1979,KW2,KW2,KW_2020_PG_09,KW_2020_PG_09,UN,NA,1,0,0,0,-1,0.745549,0,1.6333
1980,KW2,KW2,KW_2020_PG_11,KW_2020_PG_11,UN,NA,1,0,0,0,-1,0.746378,0,1.7364
1981,KW2,KW2,KW_2020_PG_12,KW_2020_PG_12,UN,NA,1,0,0,0,-1,0.746219,0,1.6703
1982,KW2,KW2,KW_2020_PG_15,KW_2020_PG_15,UN,NA,1,0,0,0,-1,0.743832,0,1.6911
1983,KW2,KW2,KW_2020_PG_16,KW_2020_PG_16,UN,NA,1,0,0,0,-1,0.741632,0,1.6276
1984,KW2,KW2,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.748313,0,1.6342
1985,KW2,KW2,KW_2020_PG_18,KW_2020_PG_18,UN,NA,1,0,0,0,-1,0.741232,0,1.6444
1986,KW2,KW2,KW_2020_PG_19,KW_2020_PG_19,UN,NA,1,0,0,0,-1,0.745518,0,1.593
1987,KW2,KW2,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.743101,0,1.5617
1988,KW2,KW2,KW_2020_PG_21,KW_2020_PG_21,UN,NA,1,0,0,0,-1,0.742219,0,1.5653
1989,KW2,KW2,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.745303,0,1.6913
1990,KW2,KW2,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.74832,0,1.6316
1991,KW2,KW2,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.747565,0,1.6301
1992,KW2,KW2,KW_2020_PI_02,KW_2020_PI_02,UN,NA,1,0,0,0,-1,0.745317,0.001,1.8152
1993,KW2,KW2,KW_2020_PI_03,KW_2020_PI_03,UN,NA,1,0,0,0,-1,0.747613,0,1.6872
1994,KW2,KW2,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.745634,0,1.5923
1995,KW2,KW2,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.745631,0,1.5965
1996,KW2,KW2,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.743376,0,1.7115
1997,KW2,KW2,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.734656,0,1.2719
1998,KW2,KW2,KW_2020_PI_10,KW_2020_PI_10,UN,NA,1,0,0,0,-1,0.748118,0,1.6702
1999,KW2,KW2,KW_2020_PI_12,KW_2020_PI_12,UN,NA,1,0,0,0,-1,0.742448,0,1.7457
2000,KW2,KW2,KW_2020_PI_13,KW_2020_PI_13,UN,NA,1,0,0,0,-1,0.744011,0,1.6319
2001,KW2,KW2,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.751552,0,1.6229
2002,KW2,KW2,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.749094,1e-04,1.7853
2003,KW2,KW2,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.743834,0,1.6051
2004,KW2,KW2,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.763602,0.2827,1.9637
2005,KW2,KW2,OO_01,OO_01,UN,NA,1,0,0,0,-1,0.748313,0,1.748
2006,KW2,KW2,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.746654,0,1.6544
2007,KW2,KW2,OO_02,OO_02,UN,NA,1,0,0,0,-1,0.744185,0,1.7286
2008,KW2,KW2,OO_02_1,OO_02_1,UN,NA,1,0,0,0,-1,0.747767,0,1.6918
2009,KW2,KW2,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.745219,0,1.6645
2010,KW2,KW2,OO_04_1,OO_04_1,UN,NA,1,0,0,0,-1,0.748511,0,1.7673
2011,KW2,KW2,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.745315,0,1.696
2012,KW2,KW2,OO_06_1,OO_06_1,UN,NA,1,0,0,0,-1,0.74898,0,1.7105
2013,KW2,KW2,OO_07,OO_07,UN,NA,1,0,0,0,-1,0.741972,7e-04,1.8098
2014,KW2,KW2,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.751056,0,1.6707
2015,KW2,KW2,OO_08_1,OO_08_1,UN,NA,1,0,0,0,-1,0.749424,0,1.6733
2016,KW2,KW2,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.747614,0,1.6945
2017,KW2,KW2,OO_10,OO_10,UN,NA,1,0,0,0,-1,0.742118,0,1.5698
2018,KW2,KW2,OO_10_1pos2,OO_10_1pos2,UN,NA,1,0,0,0,-1,0.745247,1e-04,1.7816
2019,KW2,KW2,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.742308,0,1.5239
2020,KW2,KW2,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.745208,0,1.7112
2021,KW2,KW2,OO_13,OO_13,UN,NA,1,0,0,0,-1,0.744208,0,1.6647
2022,KW2,KW2,OO_14,OO_14,UN,NA,1,0,0,0,-1,0.74358,0,1.6448
2023,KW2,KW2,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.746623,0,1.73
2024,KW2,KW2,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.74569,0,1.6975
2025,KW2,KW2,OO_17,OO_17,UN,NA,1,0,0,0,-1,0.744261,0,1.7485
2026,KW2,KW2,OO_18,OO_18,UN,NA,1,0,0,0,-1,0.748268,0,1.7571
2027,KW2,KW2,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.761299,0.1747,1.9415
2028,KW2,KW2,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.763789,0.9381,2.1013
2030,KW2,KW2,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.709246,0,0.5827
2033,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.747592,0.2518,1.958
2045,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.747563,0.4078,1.9852
2055,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.740556,0,1.6514
2062,KW_2020_PG_01,KW_2020_PG_01,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.747798,0.0096,1.8582
2072,KW_2020_PG_01,KW_2020_PG_01,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.752748,0.1346,1.9312
2077,KW_2020_PG_01,KW_2020_PG_01,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.748367,0.0681,1.9078
2085,KW_2020_PG_01,KW_2020_PG_01,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.748765,1e-04,1.7842
2086,KW_2020_PG_01,KW_2020_PG_01,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.748068,4e-04,1.8023
2087,KW_2020_PG_01,KW_2020_PG_01,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.746193,0,1.6459
2088,KW_2020_PG_01,KW_2020_PG_01,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.702638,0,0.5952
2099,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.751417,0.1973,1.9466
2105,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.751433,0.1775,1.9421
2106,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.751011,0.1796,1.9425
2112,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.733228,0,1.3601
2116,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.748964,1e-04,1.7759
2118,KW_2020_PG_02,KW_2020_PG_02,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.751833,0.4324,1.9892
2119,KW_2020_PG_02,KW_2020_PG_02,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.748103,1e-04,1.7732
2129,KW_2020_PG_02,KW_2020_PG_02,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.754823,0.0649,1.9067
2131,KW_2020_PG_02,KW_2020_PG_02,OO_09_1,OO_09_1,UN,NA,1,0,0,0,-1,0.747199,0.277,1.9629
2134,KW_2020_PG_02,KW_2020_PG_02,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.740885,0,1.5972
2135,KW_2020_PG_02,KW_2020_PG_02,OO_11_1,OO_11_1,UN,NA,1,0,0,0,-1,0.745963,0.0747,1.911
2138,KW_2020_PG_02,KW_2020_PG_02,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.746457,0.5127,2.002
2139,KW_2020_PG_02,KW_2020_PG_02,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.745346,0.0551,1.9019
2142,KW_2020_PG_02,KW_2020_PG_02,Or21_1,Or21_1,UN,NA,1,0,0,0,-1,0.750336,1e-04,1.7826
2143,KW_2020_PG_02,KW_2020_PG_02,Or21_2,Or21_2,UN,NA,1,0,0,0,-1,0.748025,0,1.696
2144,KW_2020_PG_02,KW_2020_PG_02,Or21_3,Or21_3,UN,NA,1,0,0,0,-1,0.751129,1e-04,1.7854
2145,KW_2020_PG_02,KW_2020_PG_02,Pang2013,Pang2013,UN,NA,1,0,0,0,-1,0.701839,0,0.5767
2146,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_04,KW_2020_PG_04,UN,NA,1,0,0,0,-1,0.748115,0.1108,1.924
2147,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_05,KW_2020_PG_05,UN,NA,1,0,0,0,-1,0.751538,0.91,2.0881
2155,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_17,KW_2020_PG_17,UN,NA,1,0,0,0,-1,0.748838,0.1193,1.9267
2158,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_20,KW_2020_PG_20,UN,NA,1,0,0,0,-1,0.748093,0.2586,1.9593
2160,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_22,KW_2020_PG_22,UN,NA,1,0,0,0,-1,0.75214,0.8303,2.0621
2161,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_23,KW_2020_PG_23,UN,NA,1,0,0,0,-1,0.748899,0.1368,1.9317
2162,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_24,KW_2020_PG_24,UN,NA,1,0,0,0,-1,0.750976,0.6292,2.0212
2165,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_05,KW_2020_PI_05,UN,NA,1,0,0,0,-1,0.740712,0,1.758
2166,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_06,KW_2020_PI_06,UN,NA,1,0,0,0,-1,0.740759,4e-04,1.7996
2167,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_07,KW_2020_PI_07,UN,NA,1,0,0,0,-1,0.741769,0.1577,1.9377
2168,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_08,KW_2020_PI_08,UN,NA,1,0,0,0,-1,0.732814,0,1.4413
2172,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_14,KW_2020_PI_14,UN,NA,1,0,0,0,-1,0.751971,0.1374,1.9321
2173,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PI_15,KW_2020_PI_15,UN,NA,1,0,0,0,-1,0.751479,0.5169,2.0027
2174,KW_2020_PG_03,KW_2020_PG_03,KW_2022_PI_01,KW_2022_PI_01,UN,NA,1,0,0,0,-1,0.749198,0.0396,1.892
2175,KW_2020_PG_03,KW_2020_PG_03,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,1,0,0,0,-1,0.748744,0,1.746
2177,KW_2020_PG_03,KW_2020_PG_03,OO_01_1,OO_01_1,UN,NA,1,0,0,0,-1,0.748705,0.4958,1.9993
2180,KW_2020_PG_03,KW_2020_PG_03,OO_03_1,OO_03_1,UN,NA,1,0,0,0,-1,0.744372,0.1357,1.9318
2182,KW_2020_PG_03,KW_2020_PG_03,OO_05_1,OO_05_1,UN,NA,1,0,0,0,-1,0.744438,0.0863,1.9159
2185,KW_2020_PG_03,KW_2020_PG_03,OO_07_1pos2,OO_07_1pos2,UN,NA,1,0,0,0,-1,0.751934,0.0277,1.883
2190,KW_2020_PG_03,KW_2020_PG_03,OO_11,OO_11,UN,NA,1,0,0,0,-1,0.740651,0,1.6629
2194,KW_2020_PG_03,KW_2020_PG_03,OO_15,OO_15,UN,NA,1,0,0,0,-1,0.743675,0.0014,1.822
2195,KW_2020_PG_03,KW_2020_PG_03,OO_16,OO_16,UN,NA,1,0,0,0,-1,0.742579,0,1.7282
