,FID1,IID1,FID2,IID2,RT,EZ,Z0,Z1,Z2,PI_HAT,PHE,DST,PPC,RATIO
2040,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_15,KW_2020_PG_15,UN,NA,0.9063,0.0937,0,0.0468,-1,0.749884,0.9992,2.2154
2322,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9065,0.0935,0,0.0467,-1,0.749396,0.416,1.9866
2416,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PG_11,KW_2020_PG_11,UN,NA,0.9072,0.0928,0,0.0464,-1,0.750306,0.9368,2.1006
2428,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.9071,0.0929,0,0.0464,-1,0.751717,0.9912,2.1599
2302,KW_2020_PG_05,KW_2020_PG_05,OO_14,OO_14,UN,NA,0.9077,0.0923,0,0.0462,-1,0.756714,0.9979,2.1938
2903,KW_2020_PG_22,KW_2020_PG_22,OO_06_1,OO_06_1,UN,NA,0.9297,0.0481,0.0221,0.0462,-1,0.762011,0.9999,2.2654
3426,OO_01,OO_01,OO_08_1,OO_08_1,UN,NA,0.9078,0.0922,0,0.0461,-1,0.759077,1,2.3477
2472,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.908,0.092,0,0.046,-1,0.750327,0.9835,2.1419
2757,KW_2020_PG_19,KW_2020_PG_19,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.908,0.092,0,0.046,-1,0.751661,0.9931,2.1659
2365,KW_2020_PG_07,KW_2020_PG_07,KW_2020_PG_11,KW_2020_PG_11,UN,NA,0.9081,0.0919,0,0.0459,-1,0.751805,0.9758,2.1313
2151,KW_2020_PG_03,KW_2020_PG_03,KW_2020_PG_11,KW_2020_PG_11,UN,NA,0.9085,0.0915,0,0.0458,-1,0.751845,0.9684,2.1232
2343,KW_2020_PG_06,KW_2020_PG_06,OO_04_1,OO_04_1,UN,NA,0.9087,0.0913,0,0.0456,-1,0.748605,0.9917,2.1596
2461,KW_2020_PG_09,KW_2020_PG_09,OO_17,OO_17,UN,NA,0.9089,0.0911,0,0.0456,-1,0.753895,0.9998,2.2407
2488,KW_2020_PG_11,KW_2020_PG_11,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9091,0.0909,0,0.0455,-1,0.75808,1,2.3725
2917,KW_2020_PG_22,KW_2020_PG_22,OO_18,OO_18,UN,NA,0.9091,0.0909,0,0.0455,-1,0.754685,0.9976,2.1915
2417,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.9091,0.0909,0,0.0454,-1,0.759333,1,2.2893
2790,KW_2020_PG_19,KW_2020_PG_19,OO_17,OO_17,UN,NA,0.9091,0.0909,0,0.0454,-1,0.75382,0.9993,2.2184
970,ARPI_2013_4001,ARPI_2013_4001,ARPI_2013_4005,ARPI_2013_4005,UN,NA,0.9095,0.0904,1e-04,0.0453,-1,0.760631,0.9784,2.134
1635,B045,B045,KW_Nfld_22_25,KW_Nfld_22_25,UN,NA,0.9547,0,0.0453,0.0453,-1,0.762339,0.865,2.0719
3646,OO_09_1,OO_09_1,OO_18,OO_18,UN,NA,0.9097,0.0903,0,0.0452,-1,0.753035,0.9872,2.1486
2338,KW_2020_PG_06,KW_2020_PG_06,OO_01,OO_01,UN,NA,0.9098,0.0902,0,0.0451,-1,0.751404,0.9999,2.2595
3536,OO_04_1,OO_04_1,OO_08_1,OO_08_1,UN,NA,0.9158,0.0784,0.0058,0.045,-1,0.760888,0.9989,2.2089
1066,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_16,KW_2020_PG_16,UN,NA,0.9102,0.0898,0,0.0449,-1,0.755524,1,2.2896
1237,ARPI_2013_4004,ARPI_2013_4004,OO_05_1,OO_05_1,UN,NA,0.9132,0.0839,0.0029,0.0448,-1,0.760695,1,2.4052
2521,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.9106,0.0894,0,0.0447,-1,0.759269,1,2.2883
3133,KW_2020_PI_06,KW_2020_PI_06,OO_10,OO_10,UN,NA,0.9106,0.0894,0,0.0447,-1,0.757631,0.9997,2.2394
1235,ARPI_2013_4004,ARPI_2013_4004,OO_03_1,OO_03_1,UN,NA,0.9138,0.0832,0.003,0.0446,-1,0.760663,1,2.4335
2443,KW_2020_PG_09,KW_2020_PG_09,OO_02,OO_02,UN,NA,0.9109,0.0891,0,0.0446,-1,0.753798,1,2.3133
1163,ARPI_2013_4003,ARPI_2013_4003,OO_02_1,OO_02_1,UN,NA,0.911,0.089,0,0.0445,-1,0.75759,0.9664,2.1216
2037,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_09,KW_2020_PG_09,UN,NA,0.9111,0.0889,0,0.0445,-1,0.759338,0.9999,2.261
2127,KW_2020_PG_02,KW_2020_PG_02,OO_06_1,OO_06_1,UN,NA,0.915,0.0813,0.0038,0.0444,-1,0.760662,0.9999,2.2598
2850,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9112,0.0888,0,0.0444,-1,0.754848,0.9936,2.1682
3515,OO_03_1,OO_03_1,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9556,0,0.0444,0.0444,-1,0.759395,0.9748,2.1302
2638,KW_2020_PG_16,KW_2020_PG_16,OO_02_1,OO_02_1,UN,NA,0.9115,0.0885,0,0.0443,-1,0.753805,0.9999,2.2504
2772,KW_2020_PG_19,KW_2020_PG_19,OO_02,OO_02,UN,NA,0.9116,0.0884,0,0.0442,-1,0.753723,0.9999,2.2639
3554,OO_05_1,OO_05_1,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9561,0,0.0439,0.0439,-1,0.759489,0.9523,2.1101
2402,KW_2020_PG_07,KW_2020_PG_07,OO_10,OO_10,UN,NA,0.9124,0.0876,0,0.0438,-1,0.75525,1,2.4201
3317,KW_2020_PI_14,KW_2020_PI_14,OO_06_1,OO_06_1,UN,NA,0.9364,0.0395,0.024,0.0438,-1,0.76165,0.9999,2.2542
1158,ARPI_2013_4003,ARPI_2013_4003,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9168,0.0789,0.0043,0.0437,-1,0.760563,0.9991,2.2135
2044,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.9126,0.0874,0,0.0437,-1,0.759219,1,2.28
2188,KW_2020_PG_03,KW_2020_PG_03,OO_10,OO_10,UN,NA,0.9125,0.0875,0,0.0437,-1,0.75528,1,2.3747
1284,ARPI_2013_4005,ARPI_2013_4005,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.9147,0.0835,0.0018,0.0436,-1,0.760394,0.8781,2.076
2094,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_09,KW_2020_PG_09,UN,NA,0.9138,0.0862,0,0.0431,-1,0.757167,0.9938,2.1692
1422,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9139,0.0861,0,0.043,-1,0.759726,0.9907,2.1588
2101,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.914,0.086,0,0.043,-1,0.757094,0.9653,2.121
1232,ARPI_2013_4004,ARPI_2013_4004,OO_01_1,OO_01_1,UN,NA,0.9141,0.0859,0,0.0429,-1,0.757661,1,2.3266
2356,KW_2020_PG_06,KW_2020_PG_06,OO_15,OO_15,UN,NA,0.9142,0.0858,0,0.0429,-1,0.748373,1,2.2911
3098,KW_2020_PI_05,KW_2020_PI_05,OO_10,OO_10,UN,NA,0.9141,0.0859,0,0.0429,-1,0.757608,1,2.3059
3321,KW_2020_PI_14,KW_2020_PI_14,OO_09_1,OO_09_1,UN,NA,0.9271,0.0599,0.0129,0.0429,-1,0.760876,1,2.2896
1062,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_09,KW_2020_PG_09,UN,NA,0.9224,0.0695,0.0081,0.0428,-1,0.760594,0.9974,2.1893
3063,KW_2020_PI_03,KW_2020_PI_03,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9144,0.0856,0,0.0428,-1,0.751069,0.9986,2.2024
1367,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9149,0.0851,0,0.0426,-1,0.750784,0.997,2.1857
2272,KW_2020_PG_05,KW_2020_PG_05,KW_2020_PI_02,KW_2020_PI_02,UN,NA,0.9147,0.0853,0,0.0426,-1,0.758074,1,2.3677
1069,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_19,KW_2020_PG_19,UN,NA,0.9233,0.0684,0.0083,0.0425,-1,0.760546,0.9986,2.2032
2949,KW_2020_PG_23,KW_2020_PG_23,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9149,0.0851,0,0.0425,-1,0.753485,0.9965,2.1821
2694,KW_2020_PG_17,KW_2020_PG_17,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9157,0.0843,0,0.0421,-1,0.753499,0.9976,2.1906
3668,OO_10_1pos2,OO_10_1pos2,OO_15,OO_15,UN,NA,0.9159,0.0841,0,0.0421,-1,0.748372,0.9892,2.1531
2108,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9162,0.0838,0,0.0419,-1,0.757793,0.9984,2.2003
3547,OO_04_1,OO_04_1,OO_18,OO_18,UN,NA,0.9166,0.0834,0,0.0417,-1,0.75578,1,2.3125
2282,KW_2020_PG_05,KW_2020_PG_05,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.921,0.0749,0.0041,0.0415,-1,0.760125,0.9999,2.2614
2339,KW_2020_PG_06,KW_2020_PG_06,OO_01_1,OO_01_1,UN,NA,0.917,0.083,0,0.0415,-1,0.748816,0.9999,2.2623
3296,KW_2020_PI_13,KW_2020_PI_13,OO_11_1,OO_11_1,UN,NA,0.9175,0.0825,0,0.0413,-1,0.752767,0.8231,2.0605
3500,OO_02_1,OO_02_1,OO_11_1,OO_11_1,UN,NA,0.9177,0.0823,0,0.0412,-1,0.750453,0.9977,2.1911
1221,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_06,KW_2020_PI_06,UN,NA,0.9187,0.0813,0,0.0407,-1,0.757522,0.9972,2.188
2092,KW_2020_PG_02,KW_2020_PG_02,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.919,0.081,0,0.0405,-1,0.747538,0.997,2.1854
2723,KW_2020_PG_18,KW_2020_PG_18,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9195,0.0805,0,0.0402,-1,0.750922,0.9888,2.1522
3344,KW_2020_PI_15,KW_2020_PI_15,OO_05_1,OO_05_1,UN,NA,0.9281,0.0636,0.0083,0.0401,-1,0.760066,0.9999,2.2627
2506,KW_2020_PG_11,KW_2020_PG_11,OO_11_1,OO_11_1,UN,NA,0.9202,0.0798,0,0.0399,-1,0.747368,0.9297,2.0967
2528,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9202,0.0798,0,0.0399,-1,0.755536,0.9983,2.1988
2651,KW_2020_PG_16,KW_2020_PG_16,OO_13,OO_13,UN,NA,0.9204,0.0796,0,0.0398,-1,0.756356,0.961,2.1166
3170,KW_2020_PI_07,KW_2020_PI_07,OO_11_1,OO_11_1,UN,NA,0.9205,0.0795,0,0.0398,-1,0.745545,0.6412,2.0232
2261,KW_2020_PG_05,KW_2020_PG_05,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.9209,0.0791,0,0.0396,-1,0.754941,0.997,2.186
2502,KW_2020_PG_11,KW_2020_PG_11,OO_09_1,OO_09_1,UN,NA,0.9209,0.0791,0,0.0396,-1,0.751562,1,2.2803
1044,ARPI_2013_4002,ARPI_2013_4002,ARPI_2013_4006,ARPI_2013_4006,UN,NA,0.9209,0.0791,0,0.0395,-1,0.750437,0.9636,2.1188
2051,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9211,0.0789,0,0.0394,-1,0.755576,0.9996,2.2295
3609,OO_07_1pos2,OO_07_1pos2,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9241,0.073,0.0029,0.0394,-1,0.759657,1,2.3603
1440,ARPI_2013_4007,ARPI_2013_4007,OO_02,OO_02,UN,NA,0.9216,0.0784,0,0.0392,-1,0.754583,0.9999,2.2498
3346,KW_2020_PI_15,KW_2020_PI_15,OO_07,OO_07,UN,NA,0.9216,0.0784,0,0.0392,-1,0.749042,0.8599,2.0702
2034,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PG_05,KW_2020_PG_05,UN,NA,0.9219,0.0781,0,0.0391,-1,0.754868,0.9922,2.1627
3342,KW_2020_PI_15,KW_2020_PI_15,OO_03_1,OO_03_1,UN,NA,0.9305,0.0607,0.0088,0.0391,-1,0.759908,1,2.2821
1302,ARPI_2013_4005,ARPI_2013_4005,OO_01_1,OO_01_1,UN,NA,0.9481,0.0258,0.026,0.039,-1,0.760815,1,2.2784
3447,OO_01_1,OO_01_1,OO_06_1,OO_06_1,UN,NA,0.9441,0.0338,0.0221,0.039,-1,0.760607,0.9943,2.1705
1220,ARPI_2013_4004,ARPI_2013_4004,KW_2020_PI_05,KW_2020_PI_05,UN,NA,0.9223,0.0777,0,0.0389,-1,0.757494,0.9992,2.217
1458,ARPI_2013_4007,ARPI_2013_4007,OO_17,OO_17,UN,NA,0.9222,0.0778,0,0.0389,-1,0.754673,1,2.3249
3248,KW_2020_PI_12,KW_2020_PI_12,KW_2020_PI_15,KW_2020_PI_15,UN,NA,0.9221,0.0779,0,0.0389,-1,0.749545,0.9682,2.1227
3338,KW_2020_PI_15,KW_2020_PI_15,OO_01,OO_01,UN,NA,0.9384,0.0455,0.0161,0.0389,-1,0.760265,0.9998,2.2408
2306,KW_2020_PG_05,KW_2020_PG_05,OO_18,OO_18,UN,NA,0.9227,0.0773,0,0.0387,-1,0.758519,0.9999,2.2642
3153,KW_2020_PI_07,KW_2020_PI_07,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9257,0.0713,0.003,0.0387,-1,0.759509,0.9986,2.2038
1277,ARPI_2013_4005,ARPI_2013_4005,KW_2020_PG_12,KW_2020_PG_12,UN,NA,0.9231,0.0769,0,0.0385,-1,0.757833,1,2.3485
2971,KW_2020_PG_24,KW_2020_PG_24,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9615,0,0.0385,0.0385,-1,0.758058,0.5424,2.0068
3228,KW_2020_PI_10,KW_2020_PI_10,OO_07,OO_07,UN,NA,0.9231,0.0769,0,0.0384,-1,0.752969,0.9998,2.2418
3535,OO_04_1,OO_04_1,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9617,0,0.0383,0.0383,-1,0.759753,0.9881,2.151
1268,ARPI_2013_4005,ARPI_2013_4005,KW_2020_PG_01,KW_2020_PG_01,UN,NA,0.9239,0.0761,0,0.0381,-1,0.757802,1,2.3671
3214,KW_2020_PI_10,KW_2020_PI_10,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.9238,0.0762,0,0.0381,-1,0.753339,0.9987,2.205
3637,OO_09_1,OO_09_1,OO_10,OO_10,UN,NA,0.9239,0.0761,0,0.038,-1,0.752287,0.9382,2.1014
3490,OO_02_1,OO_02_1,OO_04_1,OO_04_1,UN,NA,0.925,0.0743,7e-04,0.0379,-1,0.75923,1,2.2747
2446,KW_2020_PG_09,KW_2020_PG_09,OO_04_1,OO_04_1,UN,NA,0.9244,0.0756,0,0.0378,-1,0.753783,0.9836,2.1426
3374,KW_2022_PI_01,KW_2022_PI_01,OO_07_1pos2,OO_07_1pos2,UN,NA,0.9623,0,0.0377,0.0377,-1,0.758792,0.9677,2.1234
1081,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9377,0.0494,0.0129,0.0376,-1,0.759846,0.9856,2.1467
2775,KW_2020_PG_19,KW_2020_PG_19,OO_04_1,OO_04_1,UN,NA,0.9251,0.0749,0,0.0375,-1,0.753822,0.9937,2.1677
3165,KW_2020_PI_07,KW_2020_PI_07,OO_08_1,OO_08_1,UN,NA,0.9252,0.0748,0,0.0374,-1,0.75237,0.9966,2.1829
1068,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_18,KW_2020_PG_18,UN,NA,0.9254,0.0746,0,0.0373,-1,0.750511,0.9477,2.1069
1171,ARPI_2013_4003,ARPI_2013_4003,OO_09_1,OO_09_1,UN,NA,0.9257,0.0739,4e-04,0.0373,-1,0.75911,1,2.271
2216,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_23,KW_2020_PG_23,UN,NA,0.9335,0.0583,0.0082,0.0373,-1,0.759531,0.9969,2.1864
2798,KW_2020_PG_20,KW_2020_PG_20,KW_2020_PG_23,KW_2020_PG_23,UN,NA,0.9337,0.058,0.0083,0.0373,-1,0.759529,0.9899,2.1564
3241,KW_2020_PI_10,KW_2020_PI_10,OO_18,OO_18,UN,NA,0.9254,0.0746,0,0.0373,-1,0.756861,0.9997,2.2396
1318,ARPI_2013_4005,ARPI_2013_4005,OO_14,OO_14,UN,NA,0.93,0.0657,0.0043,0.0372,-1,0.759296,0.9981,2.1965
1375,ARPI_2013_4006,ARPI_2013_4006,OO_04_1,OO_04_1,UN,NA,0.9256,0.0744,0,0.0372,-1,0.748295,0.7735,2.0483
2210,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_17,KW_2020_PG_17,UN,NA,0.9337,0.0581,0.0081,0.0372,-1,0.759503,0.9949,2.1741
1006,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9257,0.0743,0,0.0371,-1,0.743975,0.1982,1.947
2586,KW_2020_PG_15,KW_2020_PG_15,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9258,0.0742,0,0.0371,-1,0.758678,0.947,2.1068
1429,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9259,0.0741,0,0.037,-1,0.753259,0.999,2.2119
2663,KW_2020_PG_17,KW_2020_PG_17,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.9343,0.0574,0.0083,0.037,-1,0.759476,0.9905,2.1578
1063,ARPI_2013_4002,ARPI_2013_4002,KW_2020_PG_11,KW_2020_PG_11,UN,NA,0.9263,0.0737,0,0.0368,-1,0.754649,0.9989,2.208
2912,KW_2020_PG_22,KW_2020_PG_22,OO_13,OO_13,UN,NA,0.9264,0.0736,0,0.0368,-1,0.756035,0.9973,2.1897
1354,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9269,0.0731,0,0.0365,-1,0.748682,0.3087,1.9685
2889,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9636,0,0.0364,0.0364,-1,0.758622,0.9094,2.0876
1406,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_02,KW_2020_PG_02,UN,NA,0.9273,0.0727,0,0.0363,-1,0.757295,0.981,2.1386
3566,OO_05_1,OO_05_1,OO_18,OO_18,UN,NA,0.9274,0.0726,0,0.0363,-1,0.756163,1,2.3501
986,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_05,KW_2020_PG_05,UN,NA,0.9275,0.0725,0,0.0362,-1,0.75152,0.5255,2.0041
3546,OO_04_1,OO_04_1,OO_17,OO_17,UN,NA,0.9276,0.0724,0,0.0362,-1,0.753105,1,2.3185
3277,KW_2020_PI_13,KW_2020_PI_13,KW_2020_PI_14,KW_2020_PI_14,UN,NA,0.9324,0.063,0.0046,0.0361,-1,0.759107,0.9391,2.1025
3537,OO_04_1,OO_04_1,OO_09_1,OO_09_1,UN,NA,0.9277,0.0723,0,0.0361,-1,0.756038,1,2.3239
3349,KW_2020_PI_15,KW_2020_PI_15,OO_09_1,OO_09_1,UN,NA,0.9328,0.0622,0.0049,0.036,-1,0.759108,1,2.2969
1045,ARPI_2013_4002,ARPI_2013_4002,ARPI_2013_4007,ARPI_2013_4007,UN,NA,0.9315,0.0654,0.0031,0.0358,-1,0.758951,0.9901,2.1563
1370,ARPI_2013_4006,ARPI_2013_4006,OO_01,OO_01,UN,NA,0.9285,0.0715,0,0.0358,-1,0.751037,0.9991,2.2137
3386,KW_2022_PI_01,KW_2022_PI_01,OO_18,OO_18,UN,NA,0.9284,0.0716,0,0.0358,-1,0.757939,0.9999,2.2593
3468,OO_02,OO_02,OO_04_1,OO_04_1,UN,NA,0.9284,0.0716,0,0.0358,-1,0.753016,1,2.3594
3527,OO_03_1,OO_03_1,OO_18,OO_18,UN,NA,0.9294,0.0706,0,0.0353,-1,0.756114,1,2.3388
2427,KW_2020_PG_09,KW_2020_PG_09,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.9348,0.06,0.0052,0.0352,-1,0.758963,0.9989,2.2093
2531,KW_2020_PG_12,KW_2020_PG_12,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9297,0.0703,0,0.0352,-1,0.748485,0.6532,2.0254
2970,KW_2020_PG_24,KW_2020_PG_24,KW_2020_PI_13,KW_2020_PI_13,UN,NA,0.9447,0.0406,0.0147,0.035,-1,0.759442,0.9957,2.1781
3221,KW_2020_PI_10,KW_2020_PI_10,OO_01_1,OO_01_1,UN,NA,0.951,0.0279,0.0211,0.035,-1,0.759787,0.9996,2.2298
2054,KW_2020_PG_01,KW_2020_PG_01,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9301,0.0699,0,0.0349,-1,0.748469,0.8284,2.0618
2846,KW_2020_PG_21,KW_2020_PG_21,KW_2020_PI_07,KW_2020_PI_07,UN,NA,0.9301,0.0699,0,0.0349,-1,0.744025,0.3017,1.9673
2645,KW_2020_PG_16,KW_2020_PG_16,OO_08_1,OO_08_1,UN,NA,0.9304,0.0696,0,0.0348,-1,0.75794,1,2.2711
2756,KW_2020_PG_19,KW_2020_PG_19,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.9354,0.0596,0.005,0.0348,-1,0.758864,0.9988,2.2064
3643,OO_09_1,OO_09_1,OO_15,OO_15,UN,NA,0.9304,0.0696,0,0.0348,-1,0.752441,1,2.2981
2457,KW_2020_PG_09,KW_2020_PG_09,OO_13,OO_13,UN,NA,0.9308,0.0692,0,0.0346,-1,0.753913,1,2.315
2581,KW_2020_PG_15,KW_2020_PG_15,KW_2020_PI_10,KW_2020_PI_10,UN,NA,0.9309,0.0691,0,0.0346,-1,0.754379,0.9991,2.2138
2988,KW_2020_PG_24,KW_2020_PG_24,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9308,0.0692,0,0.0346,-1,0.753293,0.9459,2.1062
3641,OO_09_1,OO_09_1,OO_13,OO_13,UN,NA,0.9308,0.0692,0,0.0346,-1,0.754803,0.9824,2.1398
2913,KW_2020_PG_22,KW_2020_PG_22,OO_14,OO_14,UN,NA,0.9311,0.0689,0,0.0345,-1,0.75526,0.6092,2.0178
3023,KW_2020_PI_02,KW_2020_PI_02,OO_08_1,OO_08_1,UN,NA,0.9311,0.0689,0,0.0344,-1,0.751633,0.9942,2.1693
2786,KW_2020_PG_19,KW_2020_PG_19,OO_13,OO_13,UN,NA,0.9314,0.0686,0,0.0343,-1,0.753906,0.9999,2.2608
3053,KW_2020_PI_03,KW_2020_PI_03,OO_02_1,OO_02_1,UN,NA,0.9314,0.0686,0,0.0343,-1,0.755748,0.9997,2.2378
2904,KW_2020_PG_22,KW_2020_PG_22,OO_07,OO_07,UN,NA,0.9317,0.0683,0,0.0342,-1,0.74855,0.5633,2.0102
3538,OO_04_1,OO_04_1,OO_10,OO_10,UN,NA,0.9318,0.0682,0,0.0341,-1,0.753971,0.8944,2.0817
2731,KW_2020_PG_18,KW_2020_PG_18,OO_04_1,OO_04_1,UN,NA,0.9322,0.0678,0,0.0339,-1,0.748433,0.73,2.0393
3310,KW_2020_PI_14,KW_2020_PI_14,OO_01,OO_01,UN,NA,0.9661,0,0.0339,0.0339,-1,0.758378,0.9635,2.1187
2538,KW_2020_PG_12,KW_2020_PG_12,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9323,0.0677,0,0.0338,-1,0.756994,0.9671,2.1229
2726,KW_2020_PG_18,KW_2020_PG_18,OO_01,OO_01,UN,NA,0.9324,0.0676,0,0.0338,-1,0.751188,0.9992,2.2155
2890,KW_2020_PG_22,KW_2020_PG_22,KW_2020_PI_12,KW_2020_PI_12,UN,NA,0.9324,0.0676,0,0.0338,-1,0.748997,0.7419,2.042
3353,KW_2020_PI_15,KW_2020_PI_15,OO_11_1,OO_11_1,UN,NA,0.9324,0.0676,0,0.0338,-1,0.753307,0.9971,2.186
2458,KW_2020_PG_09,KW_2020_PG_09,OO_14,OO_14,UN,NA,0.9326,0.0674,0,0.0337,-1,0.75344,0.9904,2.1564
2061,KW_2020_PG_01,KW_2020_PG_01,KW_2022_PI_01,KW_2022_PI_01,UN,NA,0.9329,0.0671,0,0.0335,-1,0.756972,0.9515,2.1105
3238,KW_2020_PI_10,KW_2020_PI_10,OO_15,OO_15,UN,NA,0.9512,0.0306,0.0182,0.0335,-1,0.759329,0.9978,2.1926
1388,ARPI_2013_4006,ARPI_2013_4006,OO_15,OO_15,UN,NA,0.9333,0.0667,0,0.0334,-1,0.747942,0.9978,2.1922
2787,KW_2020_PG_19,KW_2020_PG_19,OO_14,OO_14,UN,NA,0.9333,0.0667,0,0.0334,-1,0.753356,0.9962,2.1796
3624,OO_08_1,OO_08_1,OO_10_1pos2,OO_10_1pos2,UN,NA,0.9342,0.0658,0,0.0329,-1,0.747528,0.6599,2.0264
2710,KW_2020_PG_18,KW_2020_PG_18,KW_2020_PG_22,KW_2020_PG_22,UN,NA,0.9348,0.0652,0,0.0326,-1,0.748889,0.3589,1.9771
2268,KW_2020_PG_05,KW_2020_PG_05,KW_2020_PG_21,KW_2020_PG_21,UN,NA,0.935,0.065,0,0.0325,-1,0.751565,0.2684,1.961
1020,ARPI_2013_4001,ARPI_2013_4001,OO_04_1,OO_04_1,UN,NA,0.9356,0.0644,0,0.0322,-1,0.751939,0.9806,2.1373
2203,KW_2020_PG_04,KW_2020_PG_04,KW_2020_PG_06,KW_2020_PG_06,UN,NA,0.9359,0.0641,0,0.0321,-1,0.745799,0.3134,1.9695
3314,KW_2020_PI_14,KW_2020_PI_14,OO_03_1,OO_03_1,UN,NA,0.9679,0,0.0321,0.0321,-1,0.758991,0.9962,2.1803
1424,ARPI_2013_4007,ARPI_2013_4007,KW_2020_PG_24,KW_2020_PG_24,UN,NA,0.9603,0.0154,0.0243,0.032,-1,0.759371,0.9986,2.2033
2320,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PG_20,KW_2020_PG_20,UN,NA,0.936,0.064,0,0.032,-1,0.745816,0.6444,2.0237
2357,KW_2020_PG_06,KW_2020_PG_06,OO_16,OO_16,UN,NA,0.9363,0.0637,0,0.0319,-1,0.747487,0.9994,2.2213
1338,ARPI_2013_4006,ARPI_2013_4006,KW_2020_PG_02,KW_2020_PG_02,UN,NA,0.9367,0.0633,0,0.0317,-1,0.747114,0.7236,2.0382
983,ARPI_2013_4001,ARPI_2013_4001,KW_2020_PG_02,KW_2020_PG_02,UN,NA,0.9367,0.0633,0,0.0316,-1,0.750902,0.6408,2.0231
2326,KW_2020_PG_06,KW_2020_PG_06,KW_2020_PI_03,KW_2020_PI_03,UN,NA,0.9369,0.0631,0,0.0316,-1,0.745506,0.8346,2.063
